NR;Geschlecht;Alter;Nielsen;Bundesland;Arbeitsstatus;Kinder im Haushalt (<18);Haushaltsgröße;Haushaltseinkommen;Familienstand;Berufs- / Akademische Bildung;Schulbildung;Stadt;Urban (>100k Einw.);PLZ;Land;Platform;Beantwortungsdauer in Sek.;Beantwortungszeit;1. In dieser Studie, erforschen wir was Männer attraktiv macht.;2. Immer mehr Menschen nutzen Online-Banking. Dies ist eine Kontrollfrage. Bitte wählen Sie die zweite Antwort.;3. [Random Choice]:Set 1;3. [Random Choice]:Set 2;3. [Random Choice]:Set 3;3. [Random Choice]:Set 4;3. [Random Choice]:Set 5;3. [Random Choice]:Set 6;3. [Random Choice]:Set 7;3. [Random Choice]:Set 8;3. [Random Choice]:Set 9;3. [Random Choice]:Set 10;3. [Random Choice]:Set 11;3. [Random Choice]:Set 12;3. [Random Choice]:Set 13;3. [Random Choice]:Set 14;3. [Random Choice]:Set 15;3. [Random Choice]:Set 16;4. Bitte wähle das attraktivste Profil aus.;5. Bitte wähle das attraktivste Profil aus.;6. Bitte wähle das attraktivste Profil aus.;7. Bitte wähle das attraktivste Profil aus.;8. Bitte wähle das attraktivste Profil aus.;9. Bitte wähle das attraktivste Profil aus.;10. Bitte wähle das attraktivste Profil aus.;11. Bitte wähle das attraktivste Profil aus.;12. Bitte wähle das attraktivste Profil aus.;13. Bitte wähle das attraktivste Profil aus.;14. Bitte wähle das attraktivste Profil aus.;15. Bitte wähle das attraktivste Profil aus.;16. Bitte wähle das attraktivste Profil aus.;17. Bitte wähle das attraktivste Profil aus.;18. Bitte wähle das attraktivste Profil aus.;19. Bitte wähle das attraktivste Profil aus.;20. Wie würdest du dich selber auf dem politischen Spektrum einordnen?;21. Wie würdest du deine sexuelle Orientierung beschreiben?;22. Du siehst nun ein paar Begriffe. Bitte wähle die korrekte Antwort. Welcher der folgenden Begriffe passt nicht zu den anderen? Achtung: Kontrollfrage!
329;f;26;4;Bayern;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;Single / Ledig;Lehre / Ausbildung;Realschulabschluss;Lohr am Main;-;97816;DEU;iOS;137;2021-07-06 10:26:50;-;Fast immer;0;1;0;1;1;0;1;1;0;1;1;1;0;0;1;1;-;2B;-;4A;5C;-;7A;8A;-;10B;11C;12C;-;-;15C;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
330;f;41;2;Nordrhein-Westfalen;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;(Noch) kein Abschluss;Hauptschulabschluss;Menden;-;58708;DEU;Android;189;2021-07-06 09:35:59;-;Fast immer;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;0;1C;2C;3B;4A;-;6B;7A;8A;-;-;11C;12C;13C;-;-;-;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
331;f;27;2;Nordrhein-Westfalen;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;4000€ bis 5000€;Single / Ledig;(Noch) kein Abschluss;Realschulabschluss;Koeln;x;50997;DEU;ios;131;2021-07-06 10:23:41;-;Fast immer;1;0;0;1;1;1;1;1;0;0;1;1;1;1;0;0;1A;-;-;4A;5C;6C;7A;8A;-;-;11B;12A;13C;14B;-;-;Eher links;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
332;f;18;2;Nordrhein-Westfalen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;4 Personen;1000€ bis 2000€;Single / Ledig;Lehre / Ausbildung;Realschulabschluss;Kaarst;-;41564;DEU;iOS;60;2021-07-06 09:22:35;-;Fast immer;0;1;1;1;1;0;1;1;0;1;1;1;0;0;1;0;-;2B;3B;4A;5C;-;7A;8A;-;10C;11A;12C;-;-;15B;-;Eher rechts;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
333;f;25;1;Schleswig-Holstein;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;2000€ bis 3000€;In einer Beziehung;(Noch) kein Abschluss;Hauptschulabschluss;Kiel;x;24148;DEU;Android;106;2021-07-06 09:32:09;-;Fast immer;0;0;1;1;1;0;1;0;1;0;1;0;1;1;1;1;-;-;3B;4B;5C;-;7C;-;9B;-;11A;-;13A;14B;15A;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
334;f;45;3a;Rheinland-Pfalz;in Rente;Keine Kinder (<18) im Haushalt;2 Personen;2000€ bis 3000€;Single / Ledig;Lehre / Ausbildung;Hauptschulabschluss;Bad Duerkheim;-;67098;DEU;Android;285;2021-07-06 09:16:37;-;Fast immer;1;1;1;0;1;1;1;1;1;0;0;0;1;1;0;0;1B;2C;3B;-;5C;6A;7A;8A;9B;-;-;-;13C;14C;-;-;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
335;f;16;7;Sachsen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;Mehr als 4 Personen;<1000€;Single / Ledig;Lehre / Ausbildung;Abitur / Fachabitur;Thum, Erzgebirge;-;09419;DEU;ios;105;2021-07-06 10:08:17;-;Fast immer;1;0;1;0;0;1;0;1;0;1;1;1;0;1;1;1;1A;-;3C;-;-;6C;-;8C;-;10B;11B;12A;-;14B;15B;16B;Eher links;Bisexuell (zu beiden Geschlechtern hingezogen);Pudding
336;f;52;4;Bayern;Erwerbstätig;Keine Kinder (<18) im Haushalt;3 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Abitur / Fachabitur;Muenchen;x;81739;DEU;ios;265;2021-07-06 09:46:23;-;Fast immer;1;0;1;1;1;1;1;1;0;0;1;0;0;0;1;1;1B;-;3A;4B;5C;6C;7B;8B;-;-;11A;-;-;-;15C;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
337;f;44;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;3000€ bis 4000€;Single / Ledig;(Noch) kein Abschluss;Realschulabschluss;Minden;-;32423;DEU;ios;153;2021-07-06 10:06:42;-;Fast immer;1;1;0;1;1;1;0;1;0;0;1;0;0;1;1;1;1A;2B;-;4A;5C;6C;-;8B;-;-;11C;-;-;14B;15B;16A;Eher mittig;Keine Angaben;Pudding
338;f;48;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;3 Personen;3000€ bis 4000€;In einer Beziehung;Lehre / Ausbildung;Realschulabschluss;Leichlingen;-;42799;DEU;Android;170;2021-07-06 09:35:05;-;Fast immer;1;0;1;0;0;1;1;1;0;0;1;1;0;1;1;1;1A;-;3B;-;-;6C;7C;8B;-;-;11B;12C;-;14B;15B;16B;Eher links;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
339;f;20;4;Bayern;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;4 Personen;>5000€;Single / Ledig;Universitärer Abschluss;Abitur / Fachabitur;Theres;-;97531;DEU;ios;104;2021-07-06 10:09:25;-;Fast immer;1;0;0;1;1;1;0;1;0;1;1;0;0;1;1;1;1A;-;-;4A;5C;6A;-;8A;-;10C;11A;-;-;14C;15A;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
340;f;19;4;Bayern;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;4 Personen;2000€ bis 3000€;In einer Beziehung;(Noch) kein Abschluss;Realschulabschluss;Hof;-;95028;DEU;iOS;132;2021-07-06 09:05:05;-;Fast immer;1;1;1;1;1;0;0;1;0;1;0;0;1;1;0;1;1A;2C;3B;4A;5C;-;-;8B;-;10C;-;-;13C;14B;-;16A;Eher links;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
341;f;18;2;Nordrhein-Westfalen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;2 Personen;>5000€;In einer Beziehung;Universitärer Abschluss;Realschulabschluss;Moenchengladbach;x;41236;DEU;ios;85;2021-07-06 09:16:27;-;Fast immer;1;1;0;1;1;0;1;0;1;1;0;1;1;0;0;1;1B;2C;-;4A;5C;-;7A;-;9B;10C;-;12B;13C;-;-;16A;Eher links;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
342;f;24;1;Hamburg;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;In einer Beziehung;(Noch) kein Abschluss;Abitur / Fachabitur;Hamburg;x;22763;DEU;ios;210;2021-07-06 09:39:58;-;Fast immer;1;1;1;1;0;1;0;1;0;1;0;0;1;0;1;1;1A;2B;3B;4A;-;6B;-;8B;-;10A;-;-;13C;-;15B;16B;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
343;f;32;1;Hamburg;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;2000€ bis 3000€;Single / Ledig;Universitärer Abschluss;Abitur / Fachabitur;Hamburg;x;22761;DEU;ios;118;2021-07-06 10:38:20;-;Fast immer;1;1;0;1;0;1;1;0;1;0;0;1;1;1;0;1;1A;2B;-;4A;-;6C;7C;-;9B;-;-;12C;13C;14B;-;16A;Eher links;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
344;f;20;3a;Hessen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;In einer Beziehung;Lehre / Ausbildung;Realschulabschluss;Buerstadt;-;68642;DEU;ios;65;2021-07-06 08:57:32;-;Fast immer;0;0;0;0;1;1;1;1;1;1;1;1;0;1;1;0;-;-;-;-;5C;6A;7B;8A;9A;10C;11A;12C;-;14C;15A;-;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
345;f;47;1;Niedersachsen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;<1000€;Single / Ledig;(Noch) kein Abschluss;Hauptschulabschluss;Holtland;-;26835;DEU;Android;130;2021-07-06 09:04:10;-;Fast immer;1;1;1;1;1;0;1;0;1;1;1;0;0;1;0;0;1A;2C;3B;4B;5C;-;7B;-;9A;10C;11A;-;-;14B;-;-;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
346;f;19;3b;Baden-Wuerttemberg;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;4 Personen;1000€ bis 2000€;Single / Ledig;(Noch) kein Abschluss;Realschulabschluss;Ludwigsburg;-;71640;DEU;ios;290;2021-07-06 09:27:25;-;Fast immer;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;1;-;-;3B;4A;5C;6C;7A;-;9A;10B;11B;-;-;-;15B;16B;Eher links;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
347;f;18;4;Bayern;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;>5000€;Single / Ledig;(Noch) kein Abschluss;Realschulabschluss;Rosenheim;-;83022;DEU;iOS;119;2021-07-06 09:12:19;-;Fast immer;1;0;0;0;1;1;1;0;1;1;0;0;1;1;1;1;1A;-;-;-;5C;6C;7C;-;9A;10B;-;-;13C;14B;15B;16A;Eher links;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
348;f;43;2;Nordrhein-Westfalen;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;3 Personen;2000€ bis 3000€;Single / Ledig;Lehre / Ausbildung;Realschulabschluss;Bielefeld;x;33719;DEU;iOS;138;2021-07-06 09:17:18;-;Fast immer;1;1;0;1;0;1;1;1;0;0;1;0;0;1;1;1;1A;2C;-;4A;-;6C;7A;8C;-;-;11B;-;-;14B;15B;16B;Eher links;Homosexuell (zum gleichen Geschlecht hingezogen);Pudding
349;f;26;2;Nordrhein-Westfalen;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;2 Personen;<1000€;Single / Ledig;Lehre / Ausbildung;Realschulabschluss;Duisburg;x;47166;DEU;ios;99;2021-07-06 09:24:53;-;Fast immer;1;1;1;1;1;0;1;0;0;0;1;0;1;1;1;0;1A;2C;3B;4B;5C;-;7C;-;-;-;11A;-;13A;14B;15B;-;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
350;f;23;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;2000€ bis 3000€;Single / Ledig;Lehre / Ausbildung;Realschulabschluss;Koeln;x;50667;DEU;ios;173;2021-07-06 09:38:11;-;Fast immer;1;1;0;0;1;1;0;0;0;0;1;1;1;1;1;1;1A;2C;-;-;5B;6C;-;-;-;-;11A;12B;13B;14C;15A;16C;Eher mittig;Homosexuell (zum gleichen Geschlecht hingezogen);Pudding
351;f;30;5;Berlin;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;2000€ bis 3000€;In einer Beziehung;(Noch) kein Abschluss;Realschulabschluss;Berlin;x;13593;DEU;ios;58;2021-07-06 09:10:34;-;Fast immer;0;1;1;1;1;1;0;1;0;1;0;1;1;0;0;1;-;2C;3B;4B;5C;6C;-;8A;-;10C;-;12C;13A;-;-;16A;Eher mittig;Homosexuell (zum gleichen Geschlecht hingezogen);Pudding
352;f;20;1;Niedersachsen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;2000€ bis 3000€;In einer Beziehung;Lehre / Ausbildung;Realschulabschluss;Bockhorn;-;26345;DEU;iOS;119;2021-07-06 09:21:12;-;Fast immer;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;-;-;3B;4A;5C;-;7A;-;-;10A;11C;12C;13C;14B;-;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
353;f;33;3a;Rheinland-Pfalz;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Realschulabschluss;Steinefrenz;-;56414;DEU;iOS;102;2021-07-06 09:01:37;-;Fast immer;0;1;1;1;1;1;0;0;1;1;1;0;1;0;0;1;-;2B;3B;4A;5A;6C;-;-;9C;10B;11B;-;13C;-;-;16A;Eher mittig;Homosexuell (zum gleichen Geschlecht hingezogen);Pudding
354;f;35;7;Thueringen;;;;;;;;Erfurt;x;99086;DEU;ios;690;2021-07-06 09:45:52;-;Fast immer;1;0;1;1;1;1;1;0;0;1;1;1;0;0;0;1;1B;-;3C;4A;5C;6C;7A;-;-;10C;11A;12C;-;-;-;16C;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
355;f;19;6;Brandenburg;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;2 Personen;<1000€;In einer Beziehung;Lehre / Ausbildung;Realschulabschluss;Fuerstenwalde/Spree;-;15517;DEU;android;112;2021-07-06 10:40:34;-;Fast immer;1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;1;1B;2B;3B;-;5C;6C;7B;-;-;10C;-;-;13C;-;15A;16A;Eher mittig;Bisexuell (zu beiden Geschlechtern hingezogen);Pudding
356;f;41;3a;Rheinland-Pfalz;Erwerbstätig;Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Hauptschulabschluss;Kirschweiler;-;55743;DEU;Android;171;2021-07-06 09:50:43;-;Fast immer;1;0;1;0;0;1;0;1;1;0;1;1;1;1;0;1;1A;-;3B;-;-;6C;-;8A;9B;-;11A;12C;13A;14B;-;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
357;f;26;1;Niedersachsen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;Single / Ledig;Universitärer Abschluss;Abitur / Fachabitur;Braunschweig;x;38114;DEU;ios;101;2021-07-06 09:38:47;-;Fast immer;1;0;1;0;0;1;1;1;0;0;1;1;1;1;1;0;1A;-;3B;-;-;6C;7B;8A;-;-;11A;12C;13C;14B;15B;-;Eher links;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
358;f;35;4;Bayern;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;3000€ bis 4000€;In einer Beziehung;Lehre / Ausbildung;Realschulabschluss;Schweitenkirchen;-;85301;DEU;Android;101;2021-07-06 09:42:26;-;Fast immer;0;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;-;2C;-;4B;5C;6C;7B;-;-;10C;11A;-;13A;14B;15A;-;Eher rechts;Bisexuell (zu beiden Geschlechtern hingezogen);Pudding
359;f;26;1;Hamburg;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;3 Personen;2000€ bis 3000€;Single / Ledig;Universitärer Abschluss;Abitur / Fachabitur;Hamburg;x;22399;DEU;iOS;408;2021-07-06 10:15:14;-;Fast immer;1;1;0;1;0;0;1;1;1;0;0;1;0;1;1;1;1B;2B;-;4B;-;-;7A;8B;9A;-;-;12C;-;14C;15B;16A;Eher rechts;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
360;f;29;4;Bayern;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;Herzogenaurach;-;91074;DEU;ios;125;2021-07-06 09:49:15;-;Fast immer;1;1;1;1;1;1;1;0;1;0;0;1;0;1;0;0;1A;2B;3B;4A;5C;6C;7A;-;9C;-;-;12C;-;14B;-;-;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
361;f;33;4;Bayern;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;Murnau am Staffelsee;-;82418;DEU;ios;156;2021-07-06 09:27:06;-;Fast immer;0;1;1;1;0;1;0;1;1;1;0;1;0;1;1;0;-;2C;3B;4A;-;6A;-;8B;9B;10C;-;12C;-;14C;15B;-;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
362;f;34;6;Sachsen-Anhalt;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;1000€ bis 2000€;In einer Beziehung;Lehre / Ausbildung;Realschulabschluss;Magdeburg;x;39106;DEU;Android;141;2021-07-06 09:05:20;-;Fast immer;1;1;0;1;0;1;1;0;1;1;1;0;1;1;0;0;1C;2B;-;4A;-;6C;7A;-;9A;10B;11A;-;13C;14B;-;-;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
363;f;22;2;Nordrhein-Westfalen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;In einer Beziehung;(Noch) kein Abschluss;Abitur / Fachabitur;Paderborn;x;33100;DEU;iOS;177;2021-07-06 09:13:18;-;Fast immer;0;1;1;1;1;0;0;0;0;1;1;0;1;1;1;1;-;2C;3B;4A;5C;-;-;-;-;10C;11C;-;13A;14B;15B;16B;Eher mittig;Bisexuell (zu beiden Geschlechtern hingezogen);Pudding
364;f;43;7;Sachsen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;(Noch) kein Abschluss;Realschulabschluss;Regis-Breitingen;-;04565;DEU;ios;82;2021-07-06 09:32:11;-;Fast immer;1;0;1;0;1;1;1;0;0;1;0;0;1;1;1;1;1B;-;3B;-;5C;6A;7B;-;-;10C;-;-;13A;14C;15A;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
365;f;21;2;Nordrhein-Westfalen;;;;;;;;Gevelsberg;-;58285;DEU;Android;237;2021-07-06 09:20:39;-;Fast immer;1;0;1;1;0;0;1;1;1;0;0;0;1;1;1;1;1A;-;3B;4B;-;-;7C;8B;9B;-;-;-;13B;14C;15A;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
366;f;33;2;Nordrhein-Westfalen;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;2 Personen;<1000€;Single / Ledig;Lehre / Ausbildung;Hauptschulabschluss;Marl;-;45770;DEU;Android;98;2021-07-06 10:32:43;-;Fast immer;0;1;1;1;1;0;1;1;1;1;0;0;0;1;1;0;-;2B;3B;4B;5C;-;7A;8A;9A;10C;-;-;-;14B;15B;-;Eher mittig;Keine Angaben;Pudding
367;f;33;2;Nordrhein-Westfalen;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Abitur / Fachabitur;Wuppertal;x;42389;DEU;Android;218;2021-07-06 09:01:54;-;Fast immer;0;0;0;1;0;1;1;0;1;1;1;1;1;1;1;0;-;-;-;4A;-;6C;7B;-;9C;10C;11A;12B;13A;14C;15A;-;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
368;f;50;1;Schleswig-Holstein;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;Single / Ledig;Lehre / Ausbildung;Hauptschulabschluss;Kiel;x;24143;DEU;Android;140;2021-07-06 09:30:18;-;Fast immer;1;0;1;0;1;0;1;0;0;1;1;1;1;1;1;0;1B;-;3B;-;5C;-;7B;-;-;10C;11A;12C;13C;14C;15A;-;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
369;f;29;5;Berlin;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;(Noch) kein Abschluss;Realschulabschluss;Berlin;x;12355;DEU;Android;210;2021-07-06 09:54:37;-;Fast immer;1;1;1;1;0;1;0;0;1;1;0;1;0;1;0;1;1A;2B;3C;4A;-;6C;-;-;9C;10B;-;12C;-;14B;-;16B;Eher links;Bisexuell (zu beiden Geschlechtern hingezogen);Pudding
370;f;23;2;Nordrhein-Westfalen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;4 Personen;4000€ bis 5000€;Single / Ledig;(Noch) kein Abschluss;Abitur / Fachabitur;Guetersloh;-;33330;DEU;iOS;135;2021-07-06 09:08:43;-;Fast immer;1;0;1;1;0;0;1;1;0;1;1;0;1;1;0;1;1A;-;3B;4A;-;-;7A;8A;-;10A;11C;-;13C;14B;-;16B;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
371;f;25;1;Niedersachsen;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;<1000€;Single / Ledig;Lehre / Ausbildung;Realschulabschluss;Goettingen;x;37073;DEU;android;111;2021-07-06 09:15:14;-;Fast immer;1;0;1;1;0;0;1;1;1;1;1;0;1;1;0;0;1A;-;3B;4A;-;-;7C;8B;9C;10B;11B;-;13C;14B;-;-;Eher mittig;Bisexuell (zu beiden Geschlechtern hingezogen);Pudding
372;f;64;2;Nordrhein-Westfalen;in Rente;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;In einer Beziehung;Lehre / Ausbildung;Hauptschulabschluss;Wuppertal;x;42389;DEU;Android;150;2021-07-06 09:10:15;-;Fast immer;1;0;0;1;0;1;0;1;1;1;1;0;1;1;0;1;1A;-;-;4A;-;6A;-;8A;9B;10C;11A;-;13C;14B;-;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
373;f;38;4;Bayern;Erwerbstätig;Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbildung;Realschulabschluss;Bruckmuehl;-;83052;DEU;Android;110;2021-07-06 09:32:26;-;Fast immer;1;1;1;0;0;0;1;1;1;1;1;0;1;0;0;1;1B;2B;3B;-;-;-;7B;8A;9B;10C;11A;-;13A;-;-;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
374;f;19;1;Niedersachsen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;3 Personen;3000€ bis 4000€;Single / Ledig;(Noch) kein Abschluss;Realschulabschluss;Lengerich;-;49838;DEU;Android;58;2021-07-06 09:10:15;-;Fast immer;0;0;0;1;1;1;1;0;1;0;1;1;1;1;0;1;-;-;-;4B;5C;6C;7C;-;9A;-;11C;12C;13A;14B;-;16A;Eher links;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
375;f;27;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;In einer Beziehung;Lehre / Ausbildung;Realschulabschluss;Moenchengladbach;x;41065;DEU;Android;121;2021-07-06 10:33:14;-;Fast immer;1;1;0;1;1;1;0;0;0;1;1;0;1;1;1;0;1A;2B;-;4A;5C;6C;-;-;-;10B;11C;-;13C;14B;15B;-;Eher links;Bisexuell (zu beiden Geschlechtern hingezogen);Pudding
376;f;19;5;Berlin;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;3 Personen;<1000€;In einer Beziehung;Lehre / Ausbildung;Realschulabschluss;Berlin;x;12043;DEU;ios;33;2021-07-06 09:34:03;-;Fast immer;0;1;1;0;1;1;1;0;0;1;1;1;1;0;0;1;-;2B;3A;-;5B;6B;7B;-;-;10B;11A;12A;13C;-;-;16A;Eher mittig;Keine Angaben;Pudding
377;f;21;3b;Baden-Wuerttemberg;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;4 Personen;2000€ bis 3000€;In einer Beziehung;Lehre / Ausbildung;Realschulabschluss;Heidelberg;x;69126;DEU;ios;88;2021-07-06 08:59:41;-;Fast immer;1;1;0;1;1;1;0;0;1;1;1;1;1;0;0;0;1A;2B;-;4B;5C;6C;-;-;9B;10C;11A;12B;13A;-;-;-;Eher links;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
378;f;25;3b;Baden-Wuerttemberg;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;3 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;Hemmingen;-;71282;DEU;ios;69;2021-07-06 10:02:28;-;Fast immer;1;1;0;1;0;1;1;1;0;0;0;1;0;1;1;1;1A;2C;-;4B;-;6C;7B;8A;-;-;-;12C;-;14B;15A;16A;Eher links;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
379;f;37;1;Niedersachsen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;1000€ bis 2000€;In einer Beziehung;Lehre / Ausbildung;Realschulabschluss;Delmenhorst;-;27753;DEU;Android;187;2021-07-06 09:43:52;-;Fast immer;1;0;0;0;1;0;1;0;1;1;1;1;1;0;1;1;1A;-;-;-;5C;-;7B;-;9A;10C;11A;12C;13A;-;15A;16A;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
380;f;28;4;Bayern;;;;;;;;Augsburg;x;86154;DEU;android;79;2021-07-06 09:44:55;-;Fast immer;0;0;0;1;0;1;0;1;1;1;1;1;0;1;1;1;-;-;-;4A;-;6C;-;8B;9C;10B;11A;12A;-;14A;15C;16C;Eher mittig;Heterosexuell (zum anderen Geschlecht hingezogen);Pudding
